,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
36,37,7/4/2020,103765,1143,5471,248232,3193,0,203,130,2648,0.0,13526,228950
37,38,8/4/2020,103573,1025,4774,249086,3346,0,192,103,2260,0.0,13629,229142
38,39,9/4/2020,103399,913,4131,249846,3515,0,174,82,1867,0.0,13711,229316
39,40,10/4/2020,103270,761,3605,250519,3649,0,129,78,1563,0.0,13789,229445
40,41,11/4/2020,103200,618,3029,251185,3772,0,70,47,1261,0.0,13836,229515
41,42,12/4/2020,103115,530,2563,251741,3855,0,85,50,1029,0.0,13886,229600
42,43,13/4/2020,103045,432,2226,252167,3934,0,70,46,851,0.0,13932,229670
43,44,14/4/2020,102975,375,1885,252572,3997,0,70,35,712,0.0,13967,229740
44,45,15/4/2020,102930,304,1612,252916,4042,0,45,34,591,0.0,14001,229785
45,46,16/4/2020,102883,246,1395,253186,4094,0,47,27,492,0.0,14028,229832
46,47,17/4/2020,102839,216,1167,253443,4139,0,44,26,402,0.0,14054,229876
47,48,18/4/2020,102805,198,973,253654,4174,0,34,22,348,0.0,14076,229910
48,49,19/4/2020,102772,176,847,253812,4197,0,33,22,304,0.0,14098,229943
49,50,20/4/2020,102746,145,737,253951,4225,0,26,18,265,0.0,14116,229969
50,51,21/4/2020,102737,112,623,254090,4242,0,9,17,226,0.0,14133,229978
51,52,22/4/2020,102725,94,537,254192,4256,0,13,18,211,0.0,14151,229991
52,53,23/4/2020,102718,61,488,254263,4274,0,7,16,186,0.0,14167,229998
53,54,24/4/2020,102697,66,416,254341,4284,0,21,8,160,0.0,14175,230019
54,55,25/4/2020,102689,53,359,254403,4300,0,8,15,143,0.0,14190,230027
55,56,26/4/2020,102675,54,300,254466,4309,0,14,10,131,0.0,14200,230041
56,57,27/4/2020,102664,49,255,254517,4319,0,11,4,117,0.0,14204,230052
57,58,28/4/2020,102658,44,213,254558,4331,0,6,6,97,0.0,14210,230058
58,59,29/4/2020,102657,33,181,254594,4339,0,1,3,86,0.0,14213,230059
59,60,30/4/2020,102653,27,153,254625,4346,0,4,1,66,0.0,14214,230063
60,61,1/5/2020,102651,22,122,254657,4352,0,2,1,51,0.0,14215,230065
61,62,2/5/2020,102647,14,110,254677,4356,0,4,4,45,0.0,14219,230069
62,63,3/5/2020,102645,13,96,254690,4360,0,2,1,40,0.0,14220,230071
63,64,4/5/2020,102644,9,78,254706,4367,0,1,2,27,0.0,14222,230072
64,65,5/5/2020,102642,7,69,254716,4370,0,2,4,26,0.0,14226,230074
65,66,6/5/2020,102640,8,56,254729,4371,0,2,3,24,0.0,14229,230076
66,67,7/5/2020,102639,7,45,254740,4373,0,1,2,23,0.0,14231,230077
67,68,8/5/2020,102639,5,36,254750,4374,0,0,1,20,0.0,14232,230077
68,69,9/5/2020,102639,3,31,254755,4376,0,0,1,17,0.0,14233,230077
69,70,10/5/2020,102640,2,31,254755,4376,0,0,0,17,0.0,14233,230077
70,71,11/5/2020,102639,3,26,254760,4376,0,2,0,15,0.0,14233,230079
71,72,12/5/2020,102637,5,21,254765,4376,0,3,0,12,0.0,14233,230082
72,73,13/5/2020,102637,4,20,254766,4377,0,0,0,11,0.0,14233,230082
73,74,14/5/2020,102637,3,17,254769,4378,0,0,1,9,0.0,14234,230082
74,75,15/5/2020,102637,2,15,254772,4378,0,0,0,7,0.0,14234,230082
75,76,16/5/2020,102637,2,14,254773,4378,0,0,1,8,0.0,14235,230082
76,77,17/5/2020,102636,2,14,254774,4378,0,1,1,8,0.0,14236,230083
77,78,18/5/2020,102637,2,11,254775,4379,0,0,0,7,0.0,14236,230083
78,79,19/5/2020,102637,2,8,254778,4379,0,0,1,6,0.0,14237,230083
79,80,20/5/2020,102638,1,8,254778,4379,0,0,0,6,0.0,14237,230083
80,81,21/5/2020,102640,1,7,254777,4379,0,0,0,6,0.0,14237,230083
81,82,22/5/2020,102640,1,6,254778,4379,0,0,0,5,0.0,14237,230083
82,83,23/5/2020,102640,1,6,254778,4379,0,0,0,5,0.0,14237,230083
83,84,24/5/2020,102639,2,5,254778,4380,0,1,0,4,0.0,14237,230084
84,85,25/5/2020,102643,1,4,254776,4380,0,0,0,2,0.0,14237,230084
85,86,26/5/2020,102644,0,2,254778,4380,0,0,0,2,0.0,14237,230084
86,87,27/5/2020,102644,1,2,254777,4380,0,1,0,2,0.0,14237,230085
87,88,28/5/2020,102644,1,2,254777,4380,0,0,0,2,0.0,14237,230085
88,89,29/5/2020,102646,1,2,254775,4380,0,0,0,2,0.0,14237,230085
89,90,30/5/2020,102649,1,2,254772,4380,0,0,0,2,0.0,14237,230085
90,91,31/5/2020,102653,1,1,254769,4380,0,0,0,2,0.0,14237,230085
91,92,1/6/2020,102654,1,1,254768,4380,0,0,0,2,0.0,14237,230085
92,93,2/6/2020,102657,2,2,254763,4380,0,2,0,2,0.0,14237,230087
93,94,3/6/2020,102656,6,2,254760,4380,0,4,0,2,0.0,14237,230091
94,95,4/6/2020,102660,5,5,254754,4380,0,2,0,2,0.0,14237,230093
95,96,5/6/2020,102662,7,6,254749,4380,0,3,0,2,0.0,14237,230096
96,97,6/6/2020,102667,9,6,254742,4380,0,2,0,2,0.0,14237,230098
97,98,7/6/2020,102673,9,5,254737,4380,0,1,0,1,0.0,14237,230099
98,99,8/6/2020,102675,8,7,254734,4380,0,1,0,1,0.0,14237,230100
99,100,9/6/2020,102685,9,8,254722,4380,0,2,0,1,0.0,14237,230102
