,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
71,72,12/5/2020,92838,6,18,264779,4639,0,1,0,7,0.0,14973,228281
72,73,13/5/2020,92839,6,13,264782,4640,0,0,0,3,0.0,14973,228281
73,74,14/5/2020,92838,3,15,264784,4640,0,1,0,3,0.0,14973,228282
74,75,15/5/2020,92838,2,12,264787,4641,0,0,0,1,0.0,14973,228282
75,76,16/5/2020,92838,3,8,264790,4641,0,1,0,1,0.0,14973,228283
76,77,17/5/2020,92839,3,7,264790,4641,0,0,0,1,0.0,14973,228283
77,78,18/5/2020,92840,2,5,264791,4642,0,0,1,1,0.0,14974,228283
78,79,19/5/2020,92840,1,5,264792,4642,0,0,0,1,0.0,14974,228283
79,80,20/5/2020,92840,1,3,264794,4642,0,0,0,1,0.0,14974,228283
80,81,21/5/2020,92841,1,3,264793,4642,0,0,0,1,0.0,14974,228283
81,82,22/5/2020,92842,0,3,264793,4642,0,0,0,1,0.0,14974,228283
82,83,23/5/2020,92842,0,3,264793,4642,0,0,0,1,0.0,14974,228283
83,84,24/5/2020,92843,1,1,264792,4643,0,1,0,0,0.0,14974,228284
84,85,25/5/2020,92843,1,0,264793,4643,0,0,0,0,0.0,14974,228284
85,86,26/5/2020,92844,0,1,264792,4643,0,0,0,0,0.0,14974,228284
86,87,27/5/2020,92844,0,1,264792,4643,0,0,0,0,0.0,14974,228284
87,88,28/5/2020,92844,0,1,264792,4643,0,0,0,0,0.0,14974,228284
88,89,29/5/2020,92847,0,1,264789,4643,0,0,0,0,0.0,14974,228284
89,90,30/5/2020,92848,0,1,264788,4643,0,0,0,0,0.0,14974,228284
90,91,31/5/2020,92853,0,1,264783,4643,0,0,0,0,0.0,14974,228284
91,92,1/6/2020,92857,1,1,264778,4643,0,1,0,0,0.0,14974,228285
92,93,2/6/2020,92861,4,0,264772,4643,0,3,0,0,0.0,14974,228288
93,94,3/6/2020,92864,7,0,264766,4643,0,3,0,0,0.0,14974,228291
94,95,4/6/2020,92866,12,0,264759,4643,0,5,0,0,0.0,14974,228296
95,96,5/6/2020,92868,14,1,264754,4643,0,3,0,0,0.0,14974,228299
96,97,6/6/2020,92871,13,7,264746,4643,0,5,0,0,0.0,14974,228304
97,98,7/6/2020,92882,12,9,264734,4643,0,2,0,0,0.0,14974,228306
98,99,8/6/2020,92884,10,14,264729,4643,0,3,0,0,0.0,14974,228309
99,100,9/6/2020,92892,12,14,264719,4643,0,4,0,0,0.0,14974,228313
