,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
63,64,4/5/2020,92466,5,77,264205,4619,0,0,0,46,0.0,15063,232852
64,65,5/5/2020,92463,7,60,264218,4624,0,3,0,37,0.0,15063,232855
65,66,6/5/2020,92463,8,48,264226,4627,0,1,0,32,0.0,15063,232856
66,67,7/5/2020,92463,4,35,264237,4633,0,0,0,20,0.0,15063,232856
67,68,8/5/2020,92464,4,28,264242,4634,0,0,0,16,0.0,15063,232856
68,69,9/5/2020,92464,5,20,264246,4637,0,1,0,11,0.0,15063,232857
69,70,10/5/2020,92464,4,15,264252,4637,0,0,0,9,0.0,15063,232857
70,71,11/5/2020,92465,3,13,264253,4638,0,0,0,6,0.0,15063,232857
71,72,12/5/2020,92465,2,11,264255,4639,0,0,0,5,0.0,15063,232857
72,73,13/5/2020,92465,1,6,264258,4642,0,0,1,3,0.0,15064,232857
73,74,14/5/2020,92467,1,5,264257,4642,0,1,0,2,0.0,15064,232858
74,75,15/5/2020,92467,1,3,264259,4642,0,0,0,2,0.0,15064,232858
75,76,16/5/2020,92467,1,3,264259,4642,0,0,0,2,0.0,15064,232858
76,77,17/5/2020,92468,0,4,264258,4642,0,0,0,2,0.0,15064,232858
77,78,18/5/2020,92469,0,3,264258,4642,0,0,0,2,0.0,15064,232858
78,79,19/5/2020,92470,0,2,264257,4643,0,0,0,1,0.0,15064,232858
79,80,20/5/2020,92470,0,2,264257,4643,0,0,0,1,0.0,15064,232858
80,81,21/5/2020,92471,0,2,264256,4643,0,0,0,1,0.0,15064,232858
81,82,22/5/2020,92473,0,2,264254,4643,0,0,0,1,0.0,15064,232858
82,83,23/5/2020,92472,1,2,264254,4643,0,1,0,1,0.0,15064,232859
83,84,24/5/2020,92473,1,1,264254,4643,0,0,0,1,0.0,15064,232859
84,85,25/5/2020,92475,0,2,264252,4643,0,0,1,2,0.0,15065,232859
85,86,26/5/2020,92476,0,2,264251,4643,0,0,0,2,0.0,15065,232859
86,87,27/5/2020,92480,0,2,264247,4643,0,0,0,2,0.0,15065,232859
87,88,28/5/2020,92481,0,2,264246,4643,0,0,0,2,0.0,15065,232859
88,89,29/5/2020,92482,1,2,264244,4643,0,1,0,2,0.0,15065,232860
89,90,30/5/2020,92484,0,2,264243,4643,0,0,0,2,0.0,15065,232860
90,91,31/5/2020,92486,0,2,264241,4643,0,0,0,2,0.0,15065,232860
91,92,1/6/2020,92488,0,2,264239,4643,0,0,0,2,0.0,15065,232860
92,93,2/6/2020,92493,1,2,264233,4643,0,1,0,2,0.0,15065,232861
93,94,3/6/2020,92495,2,3,264229,4643,0,2,0,2,0.0,15065,232863
94,95,4/6/2020,92501,4,3,264221,4643,0,2,0,2,0.0,15065,232865
95,96,5/6/2020,92508,5,3,264213,4643,0,1,0,2,0.0,15065,232866
96,97,6/6/2020,92514,6,3,264206,4643,0,2,0,1,0.0,15065,232868
97,98,7/6/2020,92517,5,4,264203,4643,0,1,0,1,0.0,15065,232869
98,99,8/6/2020,92522,5,5,264197,4643,0,1,0,1,0.0,15065,232870
99,100,9/6/2020,92526,7,5,264191,4643,0,2,0,1,0.0,15065,232872
