,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
0,1,2/3/2020,327235,23819,9363,2243,0,0,8582,11,33,0.0,11,8582
1,2,3/3/2020,316677,29693,13119,3170,1,0,10558,12,44,0.0,23,19140
2,3,4/3/2020,304400,36057,17726,4476,1,0,12280,26,70,0.0,49,31420
3,4,5/3/2020,291507,41576,23277,6298,2,0,12895,19,85,0.0,68,44315
4,5,6/3/2020,278860,45230,29728,8838,4,0,12648,42,122,0.0,110,56963
5,6,7/3/2020,265497,48600,36268,12286,9,0,13364,40,154,0.0,150,70327
6,7,8/3/2020,251393,51541,42943,16774,9,0,14106,72,219,0.0,222,84433
7,8,9/3/2020,236133,54776,49344,22394,13,0,15264,86,296,0.0,308,99697
8,9,10/3/2020,220521,57626,55306,29191,16,0,15617,108,391,0.0,416,115314
9,10,11/3/2020,204553,59892,60913,37283,19,0,15971,167,539,0.0,583,131285
10,11,12/3/2020,189229,61016,65910,46480,25,0,15325,194,705,0.0,777,146610
11,12,13/3/2020,176811,58710,70316,56791,32,0,12421,245,914,0.0,1022,159031
12,13,14/3/2020,165016,55637,74007,67952,48,0,11797,278,1142,0.0,1300,170828
13,14,15/3/2020,153891,52137,76895,79674,63,0,11127,361,1437,0.0,1661,181955
14,15,16/3/2020,143394,48667,78141,92373,85,0,10501,415,1779,0.0,2076,192456
15,16,17/3/2020,136357,42716,77901,105576,110,0,7042,448,2104,0.0,2524,199498
16,17,18/3/2020,129866,37180,76354,119102,158,0,6496,564,2529,0.0,3088,205994
17,18,19/3/2020,123671,32785,73179,132826,199,0,6197,578,2937,0.0,3666,212191
18,19,20/3/2020,118045,28847,69445,146077,246,0,5626,641,3356,0.0,4307,217817
19,20,21/3/2020,115435,23369,64641,158909,306,0,2610,682,3766,0.0,4989,220427
20,21,22/3/2020,113166,18508,59501,171095,390,0,2269,683,4153,0.0,5672,222696
21,22,23/3/2020,110926,14918,53921,182418,477,0,2241,779,4543,0.0,6451,224937
22,23,24/3/2020,110274,10668,48219,192894,605,0,652,774,4884,0.0,7225,225589
23,24,25/3/2020,109644,7643,42412,202230,731,0,630,736,5156,0.0,7961,226219
24,25,26/3/2020,108997,5552,36666,210564,881,0,647,721,5353,0.0,8682,226866
25,26,27/3/2020,108366,4180,31275,217804,1035,0,631,763,5554,0.0,9445,227497
26,27,28/3/2020,107768,3329,26297,224062,1204,0,598,691,5626,0.0,10136,228095
27,28,29/3/2020,107157,2882,21903,229331,1387,0,611,624,5591,0.0,10760,228706
28,29,30/3/2020,106612,2542,18247,233686,1573,0,546,556,5461,0.0,11316,229252
29,30,31/3/2020,106074,2387,15269,237175,1755,0,538,512,5303,0.0,11828,229790
30,31,1/4/2020,105699,2135,12896,239967,1963,0,376,442,5036,0.0,12270,230166
31,32,2/4/2020,105323,1943,10962,242277,2155,0,376,386,4684,0.0,12656,230542
32,33,3/4/2020,104974,1778,9476,244070,2362,0,350,309,4334,0.0,12965,230892
33,34,4/4/2020,104675,1583,8272,245549,2581,0,299,268,3926,0.0,13233,231191
34,35,5/4/2020,104372,1443,7171,246885,2789,0,303,230,3511,0.0,13463,231494
35,36,6/4/2020,104102,1319,6258,248010,2971,0,270,185,3091,0.0,13648,231764
36,37,7/4/2020,103899,1170,5496,248948,3147,0,203,132,2701,0.0,13780,231967
37,38,8/4/2020,103698,1036,4809,249810,3307,0,201,110,2324,0.0,13890,232168
38,39,9/4/2020,103532,924,4162,250590,3452,0,166,87,1966,0.0,13977,232334
39,40,10/4/2020,103397,815,3638,251227,3583,0,135,69,1654,0.0,14046,232469
40,41,11/4/2020,103327,638,3179,251800,3716,0,70,82,1405,0.0,14128,232539
41,42,12/4/2020,103233,542,2735,252337,3813,0,94,49,1153,0.0,14177,232633
42,43,13/4/2020,103142,441,2387,252791,3899,0,91,46,968,0.0,14223,232724
43,44,14/4/2020,103074,365,2029,253221,3971,0,68,34,769,0.0,14257,232792
44,45,15/4/2020,103021,325,1713,253564,4037,0,53,31,622,0.0,14288,232845
45,46,16/4/2020,102981,274,1485,253837,4083,0,40,23,524,0.0,14311,232885
46,47,17/4/2020,102930,242,1271,254094,4123,0,51,27,439,0.0,14338,232936
47,48,18/4/2020,102899,186,1113,254308,4154,0,31,29,382,0.0,14367,232967
48,49,19/4/2020,102876,159,931,254510,4184,0,23,20,323,0.0,14387,232990
49,50,20/4/2020,102855,135,772,254684,4214,0,21,24,281,0.0,14411,233011
50,51,21/4/2020,102854,87,680,254802,4237,0,1,11,244,0.0,14422,233012
51,52,22/4/2020,102844,63,584,254916,4253,0,10,16,215,0.0,14438,233022
52,53,23/4/2020,102831,57,494,255003,4275,0,14,19,190,0.0,14457,233036
53,54,24/4/2020,102822,43,422,255085,4288,0,9,11,164,0.0,14468,233045
54,55,25/4/2020,102810,45,360,255143,4302,0,12,11,153,0.0,14479,233057
55,56,26/4/2020,102803,43,280,255219,4315,0,7,3,124,0.0,14482,233064
56,57,27/4/2020,102794,37,249,255258,4322,0,9,5,115,0.0,14487,233073
57,58,28/4/2020,102793,31,204,255297,4335,0,1,13,100,0.0,14500,233074
58,59,29/4/2020,102786,30,173,255325,4346,0,7,8,87,0.0,14508,233081
59,60,30/4/2020,102783,20,153,255349,4355,0,3,8,78,0.0,14516,233084
60,61,1/5/2020,102779,20,127,255376,4358,0,4,1,68,0.0,14517,233088
61,62,2/5/2020,102774,19,118,255386,4363,0,5,4,63,0.0,14521,233093
62,63,3/5/2020,102770,19,100,255402,4369,0,5,2,52,0.0,14523,233098
63,64,4/5/2020,102767,20,83,255416,4374,0,3,1,42,0.0,14524,233101
64,65,5/5/2020,102764,16,72,255430,4378,0,3,2,35,0.0,14526,233104
65,66,6/5/2020,102762,14,54,255447,4383,0,2,2,28,0.0,14528,233106
66,67,7/5/2020,102762,12,43,255458,4385,0,0,0,24,0.0,14528,233106
67,68,8/5/2020,102760,11,43,255460,4386,0,2,1,24,0.0,14529,233108
68,69,9/5/2020,102760,8,37,255466,4389,0,0,1,21,0.0,14530,233108
69,70,10/5/2020,102759,8,31,255471,4391,0,1,1,18,0.0,14531,233109
70,71,11/5/2020,102759,5,28,255473,4395,0,0,1,15,0.0,14532,233109
71,72,12/5/2020,102759,4,23,255479,4395,0,1,0,14,0.0,14532,233110
72,73,13/5/2020,102758,3,21,255482,4396,0,1,0,11,0.0,14532,233111
73,74,14/5/2020,102756,5,16,255487,4396,0,2,1,9,0.0,14533,233113
74,75,15/5/2020,102756,3,14,255490,4397,0,0,1,8,0.0,14534,233113
75,76,16/5/2020,102757,1,12,255491,4399,0,0,0,6,0.0,14534,233113
76,77,17/5/2020,102757,1,7,255496,4399,0,0,1,6,0.0,14535,233113
77,78,18/5/2020,102757,0,7,255497,4399,0,0,0,5,0.0,14535,233113
78,79,19/5/2020,102757,1,6,255496,4400,0,1,0,4,0.0,14535,233114
79,80,20/5/2020,102757,2,5,255496,4400,0,1,0,4,0.0,14535,233115
80,81,21/5/2020,102758,1,5,255496,4400,0,0,0,4,0.0,14535,233115
81,82,22/5/2020,102760,1,5,255494,4400,0,0,0,4,0.0,14535,233115
82,83,23/5/2020,102761,0,3,255496,4400,0,0,0,3,0.0,14535,233115
83,84,24/5/2020,102762,0,2,255496,4400,0,0,0,2,0.0,14535,233115
84,85,25/5/2020,102764,0,2,255494,4400,0,0,0,2,0.0,14535,233115
85,86,26/5/2020,102765,0,2,255493,4400,0,0,0,2,0.0,14535,233115
86,87,27/5/2020,102767,0,2,255491,4400,0,0,0,2,0.0,14535,233115
