,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
31,32,2/4/2020,99162,1934,11157,247119,2287,0,413,392,4813,0.0,13114,238472
32,33,3/4/2020,98829,1760,9552,249015,2503,0,333,312,4431,0.0,13426,238805
33,34,4/4/2020,98500,1574,8372,250495,2718,0,329,246,4010,0.0,13672,239134
34,35,5/4/2020,98201,1455,7265,251801,2937,0,299,212,3557,0.0,13884,239433
35,36,6/4/2020,97954,1273,6360,252944,3128,0,247,189,3136,0.0,14073,239680
36,37,7/4/2020,97738,1134,5557,253929,3301,0,217,139,2730,0.0,14212,239897
37,38,8/4/2020,97558,1009,4779,254850,3463,0,180,102,2283,0.0,14314,240077
38,39,9/4/2020,97401,852,4202,255604,3600,0,157,82,1924,0.0,14396,240234
39,40,10/4/2020,97264,756,3602,256300,3737,0,137,73,1593,0.0,14469,240371
40,41,11/4/2020,97161,652,3080,256905,3861,0,104,68,1324,0.0,14537,240475
41,42,12/4/2020,97055,571,2634,257432,3967,0,106,48,1071,0.0,14585,240581
42,43,13/4/2020,96980,480,2279,257870,4050,0,75,33,887,0.0,14618,240656
43,44,14/4/2020,96914,396,1972,258264,4113,0,66,36,725,0.0,14654,240722
44,45,15/4/2020,96867,320,1675,258619,4178,0,47,45,588,0.0,14699,240769
45,46,16/4/2020,96820,279,1425,258910,4225,0,47,36,490,0.0,14735,240816
46,47,17/4/2020,96787,218,1237,259163,4254,0,33,24,427,0.0,14759,240849
47,48,18/4/2020,96756,183,1034,259400,4286,0,31,26,356,0.0,14785,240880
48,49,19/4/2020,96727,143,891,259585,4313,0,29,14,298,0.0,14799,240909
49,50,20/4/2020,96707,135,737,259752,4328,0,20,19,266,0.0,14818,240929
50,51,21/4/2020,96693,106,639,259877,4344,0,14,17,244,0.0,14835,240943
51,52,22/4/2020,96667,91,557,259985,4359,0,26,18,217,0.0,14853,240969
52,53,23/4/2020,96653,79,477,260075,4375,0,14,12,198,0.0,14865,240983
53,54,24/4/2020,96634,70,393,260172,4390,0,19,11,169,0.0,14876,241002
54,55,25/4/2020,96624,61,350,260222,4402,0,11,6,151,0.0,14882,241013
55,56,26/4/2020,96618,52,300,260273,4416,0,6,9,134,0.0,14891,241019
56,57,27/4/2020,96614,40,247,260330,4428,0,4,5,112,0.0,14896,241023
57,58,28/4/2020,96607,30,216,260367,4439,0,7,8,100,0.0,14904,241030
58,59,29/4/2020,96601,29,179,260403,4447,0,6,4,82,0.0,14908,241036
59,60,30/4/2020,96598,20,150,260435,4456,0,3,1,65,0.0,14909,241039
60,61,1/5/2020,96598,15,124,260461,4461,0,0,3,54,0.0,14912,241039
61,62,2/5/2020,96597,13,106,260480,4463,0,1,2,51,0.0,14914,241040
62,63,3/5/2020,96593,12,87,260500,4467,0,4,2,42,0.0,14916,241044
63,64,4/5/2020,96591,10,72,260516,4470,0,2,3,32,0.0,14919,241046
64,65,5/5/2020,96590,7,63,260526,4473,0,1,3,28,0.0,14922,241047
65,66,6/5/2020,96589,5,54,260535,4476,0,1,1,24,0.0,14923,241048
66,67,7/5/2020,96588,5,39,260549,4478,0,1,3,21,0.0,14926,241049
67,68,8/5/2020,96588,4,35,260553,4479,0,1,1,20,0.0,14927,241050
68,69,9/5/2020,96587,4,29,260560,4479,0,1,0,18,0.0,14927,241051
69,70,10/5/2020,96586,4,25,260564,4480,0,1,0,16,0.0,14927,241052
70,71,11/5/2020,96584,6,19,260569,4481,0,2,0,13,0.0,14927,241054
71,72,12/5/2020,96582,6,16,260574,4481,0,2,0,10,0.0,14927,241056
72,73,13/5/2020,96580,6,13,260577,4483,0,2,0,6,0.0,14927,241058
73,74,14/5/2020,96579,5,14,260578,4483,0,1,0,6,0.0,14927,241059
74,75,15/5/2020,96579,5,12,260580,4483,0,0,1,7,0.0,14928,241059
75,76,16/5/2020,96579,5,9,260582,4484,0,0,0,4,0.0,14928,241059
76,77,17/5/2020,96578,3,10,260584,4484,0,1,0,2,0.0,14928,241060
77,78,18/5/2020,96578,2,10,260584,4485,0,1,0,1,0.0,14928,241061
78,79,19/5/2020,96578,1,8,260587,4485,0,0,0,1,0.0,14928,241061
79,80,20/5/2020,96579,1,7,260587,4485,0,0,1,2,0.0,14929,241061
80,81,21/5/2020,96580,2,5,260587,4485,0,1,0,2,0.0,14929,241062
81,82,22/5/2020,96583,2,5,260584,4485,0,0,0,2,0.0,14929,241062
82,83,23/5/2020,96584,2,5,260583,4485,0,0,0,2,0.0,14929,241062
83,84,24/5/2020,96584,1,6,260583,4485,0,1,0,2,0.0,14929,241063
84,85,25/5/2020,96585,1,6,260582,4485,0,0,0,2,0.0,14929,241063
85,86,26/5/2020,96588,1,5,260580,4485,0,0,0,2,0.0,14929,241063
86,87,27/5/2020,96591,1,5,260577,4485,0,1,0,2,0.0,14929,241064
87,88,28/5/2020,96591,1,5,260577,4485,0,0,0,2,0.0,14929,241064
88,89,29/5/2020,96592,1,5,260576,4485,0,0,0,2,0.0,14929,241064
89,90,30/5/2020,96593,1,4,260576,4485,0,0,0,1,0.0,14929,241064
90,91,31/5/2020,96595,1,4,260574,4485,0,0,0,1,0.0,14929,241064
91,92,1/6/2020,96596,0,3,260575,4485,0,0,0,0,0.0,14929,241064
92,93,2/6/2020,96598,1,2,260573,4485,0,1,0,0,0.0,14929,241065
93,94,3/6/2020,96601,3,2,260568,4485,0,2,0,0,0.0,14929,241067
94,95,4/6/2020,96601,4,2,260567,4485,0,1,0,0,0.0,14929,241068
95,96,5/6/2020,96605,4,1,260564,4485,0,0,0,0,0.0,14929,241068
96,97,6/6/2020,96606,4,3,260561,4485,0,2,0,0,0.0,14929,241070
97,98,7/6/2020,96607,4,4,260559,4485,0,1,0,0,0.0,14929,241071
98,99,8/6/2020,96615,6,4,260549,4485,0,3,0,0,0.0,14929,241074
99,100,9/6/2020,96624,8,2,260540,4485,0,3,0,0,0.0,14929,241077
