,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
0,1,2/3/2020,323880,26117,10226,2389,0,0,9417,7,24,0.0,7,9417
1,2,3/3/2020,311892,33019,14298,3403,0,0,11990,15,37,0.0,22,21407
2,3,4/3/2020,297751,40709,19355,4795,2,0,14144,16,50,0.0,38,35551
3,4,5/3/2020,282779,47389,25662,6778,4,0,14975,24,72,0.0,62,50526
4,5,6/3/2020,267276,52915,32807,9610,4,0,15505,51,121,0.0,113,66031
5,6,7/3/2020,252446,56268,40641,13249,8,0,14835,49,165,0.0,162,80866
6,7,8/3/2020,238102,57686,48635,18180,9,0,14344,83,244,0.0,245,95210
7,8,9/3/2020,223882,57982,56183,24555,10,0,14224,82,311,0.0,327,109434
8,9,10/3/2020,209492,57997,62741,32371,11,0,14394,128,429,0.0,455,123828
9,10,11/3/2020,195020,58099,68065,41409,19,0,14479,214,626,0.0,669,138307
10,11,12/3/2020,180592,58051,72174,51768,27,0,14428,217,811,0.0,886,152735
11,12,13/3/2020,168786,55415,75048,63321,42,0,11809,269,1037,0.0,1155,164544
12,13,14/3/2020,157401,52805,76675,75675,56,0,11390,372,1348,0.0,1527,175934
13,14,15/3/2020,146714,49651,77573,88601,73,0,10690,448,1722,0.0,1975,186624
14,15,16/3/2020,136613,46562,77453,101887,97,0,10104,471,2085,0.0,2446,196728
15,16,17/3/2020,130020,40766,76393,115314,119,0,6596,541,2515,0.0,2987,203324
16,17,18/3/2020,123620,35877,74382,128561,172,0,6405,628,2975,0.0,3615,209729
17,18,19/3/2020,117628,31657,71367,141722,238,0,5995,644,3380,0.0,4259,215724
18,19,20/3/2020,112178,28076,67513,154533,312,0,5451,740,3869,0.0,4999,221175
19,20,21/3/2020,109681,22531,63150,166851,399,0,2497,732,4280,0.0,5731,223672
20,21,22/3/2020,107512,17819,58185,178614,482,0,2169,756,4700,0.0,6487,225841
21,22,23/3/2020,105420,14346,52539,189725,582,0,2093,714,4995,0.0,7201,227934
22,23,24/3/2020,104723,10421,47067,199712,689,0,698,805,5325,0.0,8006,228632
23,24,25/3/2020,104082,7559,41294,208838,839,0,641,721,5514,0.0,8727,229273
24,25,26/3/2020,103465,5511,35775,216865,996,0,617,707,5611,0.0,9434,229890
25,26,27/3/2020,102875,4133,30493,223944,1167,0,590,655,5654,0.0,10089,230480
26,27,28/3/2020,102229,3317,25695,230039,1332,0,647,678,5682,0.0,10767,231127
27,28,29/3/2020,101661,2812,21344,235246,1549,0,568,588,5547,0.0,11355,231695
28,29,30/3/2020,101149,2516,17746,239445,1756,0,512,511,5352,0.0,11866,232207
