,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
49,50,20/4/2020,96248,118,781,259350,4479,0,26,24,288,0.0,14781,219366
50,51,21/4/2020,96235,97,671,259467,4506,0,13,16,249,0.0,14797,219379
51,52,22/4/2020,96221,80,578,259574,4523,0,14,14,225,0.0,14811,219393
52,53,23/4/2020,96210,62,493,259666,4545,0,11,16,195,0.0,14827,219404
53,54,24/4/2020,96198,56,400,259764,4558,0,12,15,171,0.0,14842,219416
54,55,25/4/2020,96193,46,340,259826,4571,0,5,9,146,0.0,14851,219421
55,56,26/4/2020,96182,47,269,259895,4583,0,12,4,115,0.0,14855,219433
56,57,27/4/2020,96174,43,235,259932,4592,0,8,8,101,0.0,14863,219441
57,58,28/4/2020,96170,38,197,259971,4600,0,4,6,90,0.0,14869,219445
58,59,29/4/2020,96165,29,178,259997,4607,0,5,5,80,0.0,14874,219450
59,60,30/4/2020,96161,28,149,260026,4612,0,5,7,76,0.0,14881,219455
60,61,1/5/2020,96158,23,132,260047,4616,0,4,1,65,0.0,14882,219459
61,62,2/5/2020,96156,15,110,260073,4622,0,2,3,51,0.0,14885,219461
62,63,3/5/2020,96155,12,94,260089,4626,0,1,4,44,0.0,14889,219462
63,64,4/5/2020,96151,13,83,260097,4632,0,5,2,36,0.0,14891,219467
64,65,5/5/2020,96150,10,72,260106,4638,0,1,3,33,0.0,14894,219468
65,66,6/5/2020,96148,8,60,260119,4641,0,2,1,24,0.0,14895,219470
66,67,7/5/2020,96148,4,49,260132,4643,0,0,0,19,0.0,14895,219470
67,68,8/5/2020,96148,2,39,260141,4646,0,0,2,17,0.0,14897,219470
68,69,9/5/2020,96147,2,31,260149,4647,0,1,0,13,0.0,14897,219471
69,70,10/5/2020,96147,3,26,260153,4647,0,1,0,12,0.0,14897,219472
70,71,11/5/2020,96147,3,23,260156,4647,0,0,0,11,0.0,14897,219472
71,72,12/5/2020,96147,3,21,260158,4647,0,0,0,11,0.0,14897,219472
72,73,13/5/2020,96147,1,20,260161,4647,0,0,2,12,0.0,14899,219472
73,74,14/5/2020,96147,1,16,260165,4647,0,0,0,10,0.0,14899,219472
74,75,15/5/2020,96145,2,13,260166,4650,0,2,0,6,0.0,14899,219474
75,76,16/5/2020,96145,2,8,260171,4650,0,0,1,4,0.0,14900,219474
76,77,17/5/2020,96144,3,7,260172,4650,0,1,0,3,0.0,14900,219475
77,78,18/5/2020,96144,2,7,260173,4650,0,0,0,3,0.0,14900,219475
78,79,19/5/2020,96144,1,5,260176,4650,0,0,2,3,0.0,14902,219475
79,80,20/5/2020,96143,4,5,260174,4650,0,3,0,3,0.0,14902,219478
80,81,21/5/2020,96143,4,4,260174,4651,0,0,1,3,0.0,14903,219478
81,82,22/5/2020,96144,2,5,260174,4651,0,0,0,2,0.0,14903,219478
82,83,23/5/2020,96145,1,6,260173,4651,0,0,0,2,0.0,14903,219478
83,84,24/5/2020,96146,0,7,260172,4651,0,0,0,2,0.0,14903,219478
84,85,25/5/2020,96149,0,7,260169,4651,0,0,0,2,0.0,14903,219478
85,86,26/5/2020,96149,1,7,260168,4651,0,1,0,2,0.0,14903,219479
86,87,27/5/2020,96152,1,5,260167,4651,0,0,0,1,0.0,14903,219479
87,88,28/5/2020,96154,1,4,260165,4652,0,0,0,0,0.0,14903,219479
88,89,29/5/2020,96157,1,2,260164,4652,0,0,0,0,0.0,14903,219479
89,90,30/5/2020,96159,2,1,260162,4652,0,1,0,0,0.0,14903,219480
90,91,31/5/2020,96165,1,2,260156,4652,0,0,1,1,0.0,14904,219480
91,92,1/6/2020,96167,1,2,260154,4652,0,0,0,1,0.0,14904,219480
92,93,2/6/2020,96166,4,3,260151,4652,0,4,0,1,0.0,14904,219484
93,94,3/6/2020,96173,5,4,260142,4652,0,2,0,1,0.0,14904,219486
94,95,4/6/2020,96172,9,3,260140,4652,0,4,0,1,0.0,14904,219490
95,96,5/6/2020,96178,9,5,260132,4652,0,2,0,1,0.0,14904,219492
96,97,6/6/2020,96187,11,5,260121,4652,0,2,0,1,0.0,14904,219494
97,98,7/6/2020,96193,11,6,260114,4652,0,2,0,1,0.0,14904,219496
98,99,8/6/2020,96200,11,8,260105,4652,0,3,0,1,0.0,14904,219499
99,100,9/6/2020,96204,10,11,260099,4652,0,2,0,1,0.0,14904,219501
